trip_id,ambulance_id,start_time,distance_km,expected_duration_min,time_of_day,congestion_level,avg_speed_kmph,weather_condition,weather_severity,visibility_m,speed_drop_rate,delay_minutes,delay_cause,actual_duration_min,active_trip_time_min,availability_time_min
T3764,A20,27-09-2025 00:14,11.28,16.92,Night,Medium,45.73,Clear,0,867,0.056,0.24,No Delay,17.16,13.44,10.69
T3765,A34,23-09-2025 03:26,3.38,5.07,Night,High,12.53,Fog,2,161,0.6154,1.48,Incident,6.55,2.61,6.61
T3766,A39,16-09-2025 10:17,6.2,9.3,Morning Peak,Low,30.53,Fog,2,354,0.5843,1.98,Weather,11.28,2.82,14.78
T3767,A20,17-09-2025 03:09,12.43,18.64,Evening Peak,High,20.48,Rain,1,633,1.3259,11.34,Incident,29.98,9.89,28.07
T3768,A26,26-09-2025 11:18,9.72,14.58,Night,High,5,Clear,0,876,1.0265,6.71,Incident,21.29,12,11.45
T3769,A15,11-09-2025 13:51,28.54,42.81,Evening Peak,High,15.65,Rain,1,567,1.2112,12.6,Incident,55.41,24.45,37.35
T3770,A26,27-09-2025 01:57,4.93,7.39,Morning Peak,High,18.1,Rain,1,446,1.0328,4.19,Incident,11.58,10.09,6.93
T3771,A48,23-09-2025 03:10,21.64,32.46,Night,High,7.69,Fog,2,356,0.9646,15.04,Incident,47.5,35.57,15.3
T3772,A9,15-09-2025 07:11,12.19,18.28,Afternoon,High,10.33,Fog,2,363,0.8237,11.69,Incident,29.97,22.08,12.08
T3773,A19,15-09-2025 07:30,15.38,23.07,Night,Medium,59.23,Clear,0,840,0.0389,-0.28,No Delay,22.79,18.02,7.01
T3774,A23,10-09-2025 19:28,16.49,24.73,Night,Low,51.96,Clear,0,905,0,0.06,No Delay,24.79,2.31,24.31
T3775,A26,03-09-2025 02:57,9.42,14.13,Evening Peak,Medium,19.22,Fog,2,302,0.6861,6.76,Traffic,20.89,14.62,10.5
T3776,A48,18-09-2025 03:37,3.61,5.42,Night,Low,42.9,Clear,0,900,0.0717,0.31,No Delay,5.73,0.09,8.3
T3777,A12,25-09-2025 12:47,18.45,27.68,Morning Peak,High,21.12,Rain,1,495,0.8826,12.82,Incident,40.5,31.35,12.65
T3778,A23,12-09-2025 02:18,18.92,28.38,Night,Low,38.18,Fog,2,289,0.4425,4,Weather,32.38,16.67,22.53
T3779,A35,21-09-2025 22:52,6.02,9.03,Evening Peak,High,26.89,Rain,1,433,0,3.35,Traffic,12.38,8.89,11.78
T3780,A29,20-09-2025 23:21,26.64,39.96,Morning Peak,High,13.3,Clear,0,817,0.3558,11.76,Traffic,51.72,7.09,52.96
T3781,A33,27-09-2025 04:16,29.99,44.98,Afternoon,Medium,32.41,Fog,2,234,0.4304,9.8,Weather,54.78,32.21,27.22
T3782,A44,07-09-2025 04:09,25.19,37.79,Night,Low,35,Clear,0,976,0.1107,2.08,No Delay,39.87,34.13,8.65
T3783,A41,17-09-2025 01:02,21.04,31.56,Morning Peak,High,37.39,Clear,0,888,0.0028,12.11,Traffic,43.67,15.4,37.67
T3784,A15,07-09-2025 01:58,8.74,13.11,Afternoon,Low,58.44,Clear,0,971,0.1518,-0.2,No Delay,12.91,1.76,13.86
T3785,A3,11-09-2025 05:10,17.17,25.76,Evening Peak,High,15.8,Storm,3,268,0.8638,8.95,Incident,34.71,2.11,40.16
T3786,A7,14-09-2025 21:55,24.27,36.41,Afternoon,High,10.09,Rain,1,675,1.0243,11.04,Incident,47.45,9.23,38.37
T3787,A28,06-09-2025 07:56,15.23,22.85,Morning Peak,High,30.37,Fog,2,244,0.1517,9.01,Weather,31.86,27.92,9.36
T3788,A47,16-09-2025 23:19,22.27,33.41,Afternoon,High,14.88,Clear,0,948,1.2164,20.69,Incident,54.1,15.86,37.76
T3789,A25,21-09-2025 13:37,23.49,35.23,Morning Peak,Low,33.66,Rain,1,650,0.1819,9.67,Weather,44.9,2.69,45.25
T3790,A49,20-09-2025 01:34,24.47,36.7,Evening Peak,Medium,26.55,Fog,2,167,0.1637,14.9,No Delay,51.6,26.83,33.23
T3791,A42,20-09-2025 03:54,14.85,22.27,Morning Peak,High,31.88,Clear,0,807,0.085,5.6,Traffic,27.87,24.8,5.9
T3792,A20,29-09-2025 03:03,9.78,14.67,Afternoon,Low,29.99,Storm,3,116,0.3035,5.34,Weather,20.01,4.3,20.82
T3793,A37,04-09-2025 17:59,28.27,42.41,Night,Medium,16.35,Fog,2,260,0.8373,27.37,Incident,69.78,52.36,22.74
T3794,A6,29-09-2025 06:04,2.62,3.93,Evening Peak,Low,46.87,Clear,0,947,0.029,0.15,No Delay,4.08,1.05,8.65
T3795,A38,05-09-2025 15:11,17.82,26.73,Morning Peak,Medium,33.49,Storm,3,121,0.307,3.16,No Delay,29.89,24.61,11.05
T3796,A12,19-09-2025 08:10,24.58,36.87,Afternoon,Medium,23.73,Rain,1,558,0.1176,13.34,Traffic,50.21,10.77,46.57
T3797,A4,15-09-2025 00:43,28.39,42.59,Afternoon,Medium,11.31,Fog,2,273,0.5139,13.27,Incident,55.86,28.63,29.66
T3798,A13,26-09-2025 19:22,18.03,27.05,Evening Peak,High,38.02,Storm,3,161,0.2032,8.71,Weather,35.76,32.07,9.15
T3799,A43,19-09-2025 01:41,8.19,12.29,Evening Peak,High,17.49,Rain,1,600,0.8781,4.85,Incident,17.14,14.66,8.7
T3800,A48,26-09-2025 06:32,29.47,44.2,Evening Peak,Low,33.84,Clear,0,868,0,1.73,No Delay,45.93,7.73,44.86
T3801,A46,28-09-2025 14:09,15.02,22.53,Night,Low,38.1,Clear,0,838,0.038,0.8,No Delay,23.33,19.33,6.99
T3802,A13,01-09-2025 00:44,18.16,27.24,Night,Medium,51.16,Rain,1,458,0.1896,11.85,Weather,39.09,28.47,14.14
T3803,A48,15-09-2025 15:03,14.5,21.75,Night,Medium,37.77,Fog,2,394,0.3826,7.55,Weather,29.3,10.89,25.13
T3804,A38,30-09-2025 16:33,14.1,21.15,Evening Peak,High,21.61,Storm,3,130,1.4282,7.26,Incident,28.41,23.19,9.37
T3805,A41,22-09-2025 07:27,12.25,18.38,Afternoon,Low,41.83,Clear,0,869,0.0367,0.95,No Delay,19.33,5.1,17.21
T3806,A47,14-09-2025 07:10,7.35,11.03,Morning Peak,Medium,35.2,Rain,1,675,0.2409,2.47,Traffic,13.5,5.81,13.79
T3807,A49,26-09-2025 18:31,28.15,42.23,Morning Peak,High,21.75,Rain,1,634,0.9384,27.31,Incident,69.54,57.23,16.51
T3808,A33,19-09-2025 06:27,2.54,3.81,Evening Peak,Low,49.09,Fog,2,393,0.2973,0.9,Weather,4.71,3.13,6.88
T3809,A35,02-09-2025 01:54,2.52,3.78,Morning Peak,Low,49.1,Fog,2,318,0.1528,0.41,Weather,4.19,1.46,7.66
T3810,A41,29-09-2025 17:23,14.48,21.72,Afternoon,Low,45.58,Clear,0,858,0.0205,0.3,No Delay,22.02,0.79,28.58
T3811,A14,07-09-2025 03:28,27.9,41.85,Evening Peak,High,20.71,Clear,0,848,1.0507,17.81,Incident,59.66,7.91,58.9
T3812,A49,13-09-2025 10:29,3.81,5.71,Night,Low,38.64,Fog,2,208,0.5567,2.1,Weather,7.81,6.16,4.52
T3813,A38,17-09-2025 02:23,6,9,Morning Peak,High,31.54,Fog,2,219,0.1602,1.48,Weather,10.48,9.19,7.08
T3814,A27,12-09-2025 22:48,19.24,28.86,Evening Peak,High,24.17,Clear,0,938,0.0994,13.19,Traffic,42.05,27.98,17.1
T3815,A50,23-09-2025 14:51,11.76,17.64,Afternoon,High,17.72,Clear,0,1048,0.3813,9.07,Traffic,26.71,10.95,23.68
T3816,A26,19-09-2025 13:46,16.01,24.02,Afternoon,Low,44.91,Clear,0,913,0,0.51,No Delay,24.53,1.68,29.07
T3817,A50,20-09-2025 09:48,7.22,10.83,Morning Peak,Low,50.46,Clear,0,1006,0.1413,0.3,No Delay,11.13,3.43,12.32
T3818,A21,21-09-2025 22:13,24.2,36.3,Night,High,8.51,Rain,1,628,1.0146,14.93,Incident,51.23,32.6,25.05
T3819,A5,07-09-2025 17:10,29.97,44.95,Afternoon,High,6.1,Clear,0,968,0.8416,22.03,Incident,66.98,17.86,61.21
T3820,A20,04-09-2025 07:17,8.39,12.59,Afternoon,High,20.42,Storm,3,152,0.4344,4.58,Weather,17.17,12.28,7.62
T3821,A41,08-09-2025 21:21,25.96,38.94,Morning Peak,Low,53.45,Clear,0,908,0.0987,-0.54,No Delay,38.4,21.4,22.86
T3822,A29,11-09-2025 04:51,28.16,42.24,Morning Peak,High,46.8,Fog,2,344,0.2786,8.7,Weather,50.94,37.8,16.6
T3823,A14,30-09-2025 10:33,4.37,6.55,Evening Peak,Medium,6.45,Storm,3,221,1.1929,4.11,Traffic,10.66,1.57,16.25
T3824,A31,18-09-2025 22:55,27.78,41.67,Afternoon,Medium,31.38,Rain,1,615,0.2323,17.81,Traffic,59.48,15.95,44.1
T3825,A48,20-09-2025 23:24,12.55,18.83,Evening Peak,High,41.11,Clear,0,891,0.1097,7.47,Traffic,26.3,10.25,24.92
T3826,A35,08-09-2025 10:58,14.71,22.07,Afternoon,High,20.26,Fog,2,181,0.6944,13.71,Traffic,35.78,19.29,24.04
T3827,A48,04-09-2025 22:15,20.08,30.12,Night,Medium,48.28,Clear,0,943,0.1192,0.91,No Delay,31.03,24.44,11.1
T3828,A29,29-09-2025 14:08,14.68,22.02,Evening Peak,Medium,18,Clear,0,852,0.1764,11.27,Traffic,33.29,20.52,17.62
T3829,A20,19-09-2025 00:35,21.45,32.17,Morning Peak,Low,46.89,Fog,2,366,0.3011,7.35,Weather,39.52,16.68,27.44
T3830,A27,29-09-2025 08:31,24.07,36.11,Morning Peak,High,18.06,Clear,0,882,0.7672,18.28,Incident,54.39,29.92,31.63
T3831,A9,09-09-2025 04:46,19.9,29.85,Afternoon,Low,29.05,Clear,0,898,0.0424,-0.23,No Delay,29.62,16.01,16
T3832,A16,10-09-2025 19:00,6.73,10.1,Evening Peak,High,7.96,Rain,1,590,1.3628,3.66,Incident,13.76,12.31,4.05
T3833,A33,12-09-2025 13:04,22.72,34.08,Evening Peak,Medium,27.55,Fog,2,246,0.2599,12.04,Weather,46.12,9.41,38.1
T3834,A7,06-09-2025 13:05,29.14,43.71,Morning Peak,Medium,52.12,Fog,2,257,0.3849,9.68,Weather,53.39,40.77,17.96
T3835,A33,11-09-2025 06:35,17.58,26.37,Morning Peak,High,9.97,Fog,2,174,0.9354,15.78,Incident,42.15,4.33,44.77
T3836,A37,23-09-2025 01:52,12.78,19.17,Evening Peak,High,27.57,Fog,2,287,0.2523,7.84,Traffic,27.01,11.18,22.13
T3837,A10,10-09-2025 00:32,28.97,43.45,Morning Peak,High,45.43,Rain,1,444,0.3286,13.14,Weather,56.59,28.08,38.83
T3838,A23,26-09-2025 22:04,16.32,24.48,Night,Low,51.54,Clear,0,801,0.0714,1.24,No Delay,25.72,1.89,30.64
T3839,A3,18-09-2025 13:42,23.09,34.64,Afternoon,Low,17,Fog,2,298,0.3192,8.37,Weather,43.01,30.41,15.38
T3840,A6,05-09-2025 07:36,13.14,19.71,Morning Peak,High,35.72,Clear,0,915,0.1985,9.73,Traffic,29.44,1.87,32.31
T3841,A5,03-09-2025 05:35,22.07,33.1,Evening Peak,High,24.99,Fog,2,160,0.3409,15.39,Traffic,48.49,19.96,34.81
T3842,A37,05-09-2025 07:46,9.86,14.79,Morning Peak,High,29.96,Clear,0,1056,0.0045,5.03,Traffic,19.82,13.91,9.18
T3843,A12,26-09-2025 09:41,16.11,24.16,Night,Low,41.47,Clear,0,959,0.0774,0.52,Weather,24.68,14.54,16.91
T3844,A22,22-09-2025 00:39,20.89,31.34,Night,Low,33.16,Clear,0,915,0,-0.93,No Delay,30.41,23.96,12.39
T3845,A29,11-09-2025 15:40,9.81,14.72,Morning Peak,Medium,45.54,Clear,0,908,0,0.8,Weather,15.52,10.32,12.02
T3846,A39,19-09-2025 02:42,2.25,3.38,Afternoon,High,17.45,Rain,1,545,1.0607,2.14,Incident,5.52,1.96,10.88
T3847,A2,10-09-2025 14:23,17,25.5,Night,Medium,14.06,Storm,3,268,0.3302,9.5,Weather,35,15.82,28.51
T3848,A27,27-09-2025 02:25,14.48,21.72,Morning Peak,High,17.28,Fog,2,223,0.3778,10.68,Traffic,32.4,24.26,12.72
T3849,A50,14-09-2025 20:22,10.93,16.39,Afternoon,High,9.34,Clear,0,986,0.5145,9.96,Incident,26.35,9.61,17.63
T3850,A4,11-09-2025 05:18,5.18,7.77,Afternoon,High,41.47,Fog,2,353,0.6713,2.63,Weather,10.4,8.63,8.65
T3851,A37,04-09-2025 10:04,23.53,35.3,Morning Peak,High,29.09,Clear,0,905,0.2922,13.46,Traffic,48.76,0.24,51.46
T3852,A33,14-09-2025 09:02,8.65,12.97,Night,Low,44.25,Clear,0,908,0.1542,0.38,No Delay,13.35,0.53,15.22
T3853,A4,19-09-2025 00:44,4.9,7.35,Morning Peak,Medium,17.28,Clear,0,1026,0.2656,2.53,Traffic,9.88,3.32,15.49
T3854,A31,10-09-2025 03:15,6.85,10.27,Night,Medium,37.44,Fog,2,314,0.3481,1.77,Weather,12.04,9.08,6.67
T3855,A38,17-09-2025 11:35,2.41,3.62,Morning Peak,Low,33.34,Storm,3,169,0.4776,0.99,Weather,4.61,2.22,4.52
T3856,A47,28-09-2025 11:20,14.74,22.11,Evening Peak,Medium,23.36,Clear,0,995,0,6.11,Traffic,28.22,11.38,19.38
T3857,A26,19-09-2025 15:07,12.88,19.32,Afternoon,Low,31.99,Storm,3,228,0.5214,2.85,No Delay,22.17,13.72,13.58
T3858,A29,12-09-2025 23:01,14.88,22.32,Morning Peak,High,20.37,Rain,1,625,1.1021,13,Incident,35.32,4.71,35.21
T3859,A9,27-09-2025 21:20,15.72,23.58,Afternoon,Medium,33.76,Storm,3,151,0.214,10.33,Weather,33.91,0.12,38.35
T3860,A49,06-09-2025 11:44,26.27,39.4,Afternoon,Low,41.47,Clear,0,897,0,-1.43,No Delay,37.97,31.46,9.19
T3861,A47,30-09-2025 18:00,18.64,27.96,Morning Peak,Medium,24.65,Clear,0,832,0.3725,5.62,Traffic,33.58,13.96,28.72
T3862,A14,02-09-2025 14:15,3.48,5.22,Morning Peak,High,21.44,Clear,0,868,0.1475,2.2,Traffic,7.42,3.84,8.95
T3863,A31,25-09-2025 04:21,10.63,15.95,Evening Peak,Medium,21.33,Clear,0,936,0.3212,6.07,Traffic,22.02,16.25,9.65
T3864,A25,25-09-2025 15:17,7.73,11.6,Afternoon,Low,37.37,Fog,2,148,0.4535,2.08,Weather,13.68,12.18,4.65
T3865,A39,22-09-2025 08:11,11.39,17.09,Evening Peak,Low,24.71,Storm,3,191,0.3073,5.27,Weather,22.36,17.33,12.6
T3866,A2,26-09-2025 23:46,13.83,20.75,Afternoon,Low,51,Clear,0,1053,0.0159,-0.57,No Delay,20.18,4.64,20.35
T3867,A21,16-09-2025 12:22,18.65,27.97,Evening Peak,High,27.78,Rain,1,487,1.0745,7.85,Incident,35.82,6.85,31.91
T3868,A47,01-09-2025 23:23,5.78,8.67,Evening Peak,Medium,20.45,Rain,1,421,1.1835,3.77,Incident,12.44,3.3,13.81
T3869,A45,27-09-2025 07:14,6.31,9.46,Evening Peak,Low,14.33,Storm,3,187,0.6569,3.9,Weather,13.36,3.99,12.94
T3870,A32,06-09-2025 21:19,21.4,32.1,Morning Peak,Medium,28.7,Rain,1,426,0.5707,8.96,Weather,41.06,28.83,17.5
T3871,A30,10-09-2025 23:45,5.09,7.63,Afternoon,High,23.42,Rain,1,657,0.1528,2.08,Incident,9.71,4,11.68
T3872,A19,10-09-2025 16:25,15.11,22.66,Night,Low,41.1,Clear,0,877,0.0012,0.7,No Delay,23.36,12,15.67
T3873,A32,06-09-2025 07:44,21.99,32.98,Afternoon,High,11.99,Fog,2,357,0.799,20.38,Traffic,53.36,14.85,41.76
T3874,A22,01-09-2025 04:57,15.69,23.54,Morning Peak,High,39.7,Clear,0,992,0.292,6.49,Traffic,30.03,3.66,34.78
T3875,A50,16-09-2025 05:05,4.26,6.39,Afternoon,Low,34.94,Rain,1,733,0.4366,1.13,Weather,7.52,3.27,7.9
T3876,A4,08-09-2025 21:27,27.97,41.95,Morning Peak,Low,35.09,Fog,2,237,0.1171,6.69,Weather,48.64,26.38,28.73
T3877,A38,01-09-2025 03:13,6.78,10.17,Evening Peak,High,23.78,Clear,0,848,0,3.85,Traffic,14.02,10.1,8.16
T3878,A5,25-09-2025 18:09,26.13,39.2,Afternoon,Medium,34.11,Rain,1,445,0.2984,12.79,Traffic,51.99,14.94,36.92
T3879,A31,28-09-2025 00:57,11.03,16.54,Night,High,21.07,Storm,3,204,0.7875,5.62,Incident,22.16,17.71,7.43
T3880,A3,03-09-2025 09:49,17.6,26.4,Afternoon,Low,29.05,Fog,2,169,0.2824,9.64,Weather,36.04,13.47,30.31
T3881,A36,05-09-2025 05:03,9.72,14.58,Evening Peak,High,29.41,Clear,0,938,0.2104,4.33,Traffic,18.91,2.32,18.76
T3882,A32,26-09-2025 08:32,17.23,25.85,Night,Low,42.33,Clear,0,875,0.095,0.24,No Delay,26.09,2.54,29.08
T3883,A40,16-09-2025 00:07,22.2,33.3,Morning Peak,Medium,23.62,Fog,2,161,0.3205,14.93,Weather,48.23,11.37,43.34
T3884,A41,30-09-2025 04:47,29.61,44.41,Evening Peak,Low,51.28,Clear,0,913,0.0797,-1.25,No Delay,43.16,34.07,15.74
T3885,A36,28-09-2025 06:19,10.57,15.85,Night,Low,24.91,Storm,3,237,0.3829,6.62,Weather,22.47,9.67,15.63
T3886,A4,01-09-2025 12:01,29.89,44.84,Morning Peak,Low,39.79,Fog,2,317,0.5082,7.26,Weather,52.1,33.27,27.58
T3887,A49,27-09-2025 21:49,9.84,14.76,Morning Peak,Low,34.91,Fog,2,264,0.1283,1.76,Weather,16.52,6.74,14.65
T3888,A24,21-09-2025 20:59,16.67,25.01,Evening Peak,Low,43.04,Storm,3,233,0.4835,10.7,Weather,35.71,13.69,26.98
T3889,A5,26-09-2025 06:35,24.44,36.66,Night,Medium,45.85,Clear,0,874,0.0857,-0.41,No Delay,36.25,28.53,13.14
T3890,A11,20-09-2025 07:48,9.94,14.91,Morning Peak,Medium,9.41,Rain,1,513,1.1101,7.21,Incident,22.12,0.96,26.13
T3891,A46,11-09-2025 23:13,17.68,26.52,Night,High,12.33,Rain,1,666,0.4044,13.04,Incident,39.56,24.6,16.36
T3892,A50,19-09-2025 00:16,10.91,16.36,Evening Peak,High,32.59,Rain,1,685,0.072,3.64,Incident,20,8.96,16.18
T3893,A31,08-09-2025 13:05,2.85,4.28,Evening Peak,High,36.96,Storm,3,160,0.4307,0.72,Weather,5,3.06,5.58
T3894,A19,29-09-2025 02:06,15.24,22.86,Afternoon,Low,40.28,Storm,3,153,0.104,6.64,Weather,29.5,13.03,25.04
T3895,A26,26-09-2025 19:29,5.45,8.18,Afternoon,Medium,30.93,Storm,3,196,0.1618,0.98,Weather,9.16,5.04,9.53
T3896,A15,16-09-2025 20:48,15.82,23.73,Morning Peak,Low,45.38,Clear,0,1052,0,0.17,No Delay,23.9,6.74,23.29
T3897,A47,02-09-2025 06:09,12.61,18.91,Morning Peak,High,34.4,Rain,1,519,0.0219,8.8,Traffic,27.71,0.19,27.07
T3898,A44,10-09-2025 00:33,26.57,39.86,Evening Peak,High,33.91,Clear,0,876,0.1741,19.41,Traffic,59.27,8.01,54.48
T3899,A21,20-09-2025 15:42,18.43,27.64,Morning Peak,High,13.25,Storm,3,100,0.7844,11.93,Incident,39.57,15.38,29.81
T3900,A17,10-09-2025 01:36,15.89,23.84,Morning Peak,High,17.84,Clear,0,976,0.9424,10.8,Incident,34.64,5.03,30.15
T3901,A40,08-09-2025 08:14,29.87,44.8,Evening Peak,High,21.48,Rain,1,439,1.0303,27.55,Incident,72.35,19.73,56.74
T3902,A10,04-09-2025 12:20,28.2,42.3,Evening Peak,High,18.21,Rain,1,693,0.4457,11.49,Traffic,53.79,30.32,26.84
T3903,A36,01-09-2025 09:08,28.79,43.19,Morning Peak,High,26.29,Storm,3,237,0.5944,14.59,Weather,57.78,36.98,22.42
T3904,A20,05-09-2025 12:35,4.65,6.98,Afternoon,High,25.27,Clear,0,983,1.3652,2.4,Incident,9.38,5.56,7.4
T3905,A41,21-09-2025 06:35,22.36,33.54,Night,Low,37.53,Storm,3,224,0.0638,4.03,Weather,37.57,33.26,7.99
T3906,A47,12-09-2025 15:44,14.29,21.43,Night,Low,51.49,Clear,0,1004,0,-0.25,No Delay,21.18,5.89,22.53
T3907,A37,27-09-2025 01:18,6.51,9.77,Night,High,16.03,Fog,2,203,1.1422,5.81,Incident,15.58,2.51,18.7
T3908,A41,21-09-2025 19:11,7.97,11.95,Evening Peak,High,24.98,Rain,1,515,0.1525,4.78,Traffic,16.73,0.97,20.95
T3909,A19,30-09-2025 01:43,11.45,17.18,Afternoon,Medium,43.44,Clear,0,840,0,0.94,No Delay,18.12,12.63,12.65
T3910,A8,24-09-2025 09:22,19.72,29.58,Evening Peak,High,5,Fog,2,199,1.2189,19.18,Incident,48.76,24.94,31.53
T3911,A11,02-09-2025 22:24,13.57,20.36,Morning Peak,High,38.29,Clear,0,1049,0.1501,8.71,Traffic,29.07,12.45,19.62
T3912,A16,07-09-2025 18:57,26.02,39.03,Evening Peak,High,30.81,Clear,0,832,0.4182,15.77,Traffic,54.8,40.2,19.91
T3913,A29,01-09-2025 21:00,23.64,35.46,Evening Peak,High,12.15,Fog,2,179,1.1642,16.37,Incident,51.83,44.72,13.37
T3914,A46,03-09-2025 00:49,9.19,13.78,Morning Peak,Medium,41.37,Fog,2,294,0.5128,1.75,Weather,15.53,13.5,10.02
T3915,A6,03-09-2025 03:21,4.82,7.23,Evening Peak,High,27.13,Storm,3,201,0.6812,2.75,Incident,9.98,3.04,10.69
T3916,A11,07-09-2025 02:23,7.84,11.76,Night,Low,32.15,Clear,0,1004,0.1292,0.25,No Delay,12.01,1.46,13.71
T3917,A31,09-09-2025 08:44,23.03,34.55,Afternoon,High,11.89,Rain,1,682,1.1285,18.08,Incident,52.63,15.93,40.72
T3918,A9,10-09-2025 08:16,18.39,27.59,Afternoon,Low,33.23,Storm,3,196,0.5483,3.73,Weather,31.32,8.57,31.16
T3919,A32,23-09-2025 21:12,6.67,10.01,Night,Low,36.04,Clear,0,979,0.0454,0.13,No Delay,10.14,6.71,8.66
T3920,A21,05-09-2025 13:04,3.31,4.96,Afternoon,Medium,38.58,Storm,3,212,0.2232,1.55,Weather,6.51,1.49,6.81
T3921,A18,10-09-2025 12:16,29.32,43.98,Evening Peak,Medium,34.76,Rain,1,677,0.1273,10.74,Traffic,54.72,19.02,39.73
T3922,A31,09-09-2025 04:53,15.29,22.93,Morning Peak,High,23.64,Rain,1,533,1.1481,12.4,Incident,35.33,18.86,19.62
T3923,A1,03-09-2025 03:33,28.92,43.38,Morning Peak,Low,41.8,Storm,3,134,0.3212,12.84,Weather,56.22,48.45,13.96
T3924,A5,18-09-2025 03:31,3.68,5.52,Evening Peak,High,26.01,Storm,3,223,0.572,2.47,Incident,7.99,4.14,10.69
T3925,A39,30-09-2025 12:22,24.82,37.23,Morning Peak,Low,46.07,Clear,0,914,0.1661,2.07,No Delay,39.3,27.96,16.43
T3926,A14,13-09-2025 09:21,16.86,25.29,Afternoon,Medium,52.06,Clear,0,778,0,-0.99,No Delay,24.3,6.31,22.74
T3927,A6,08-09-2025 20:51,14.71,22.07,Morning Peak,High,12.65,Clear,0,888,1.3189,11.11,Incident,33.18,2.91,34.57
T3928,A19,09-09-2025 03:36,24.57,36.85,Evening Peak,High,21.11,Clear,0,1062,0.0993,15.83,Traffic,52.68,43.41,14
T3929,A8,25-09-2025 07:43,29.87,44.8,Evening Peak,Medium,26.25,Rain,1,586,1.3268,20.75,Incident,65.55,30.13,40.63
T3930,A34,02-09-2025 12:42,10.11,15.16,Night,Low,50.44,Clear,0,1052,0.1325,0.54,No Delay,15.7,4.7,17.41
T3931,A37,01-09-2025 11:14,6.73,10.1,Evening Peak,Medium,40.51,Fog,2,292,0.368,1.59,Weather,11.69,3.09,14.52
T3932,A49,22-09-2025 10:32,3.03,4.54,Evening Peak,High,17.59,Storm,3,229,0.5317,0.74,Weather,5.28,4.45,3.34
T3933,A36,19-09-2025 13:17,29.64,44.46,Afternoon,High,19.81,Rain,1,457,0.76,20.5,Incident,64.96,31.37,36.83
T3934,A41,06-09-2025 13:16,16.34,24.51,Evening Peak,Medium,40.85,Fog,2,407,0.197,9.27,Weather,33.78,20.49,16.22
T3935,A1,20-09-2025 06:36,19.31,28.96,Morning Peak,High,43.98,Rain,1,606,0.3634,13.61,Traffic,42.57,27.16,21.47
T3936,A13,06-09-2025 22:35,14.08,21.12,Afternoon,High,16.68,Rain,1,656,0.5834,12.48,Incident,33.6,19.79,19.83
T3937,A21,04-09-2025 16:13,12.73,19.1,Afternoon,Low,42.55,Clear,0,956,0.0929,-0.1,No Delay,19,14.81,7.72
T3938,A25,11-09-2025 20:53,15.58,23.37,Night,Low,49.16,Clear,0,823,0.105,0.95,No Delay,24.32,0.84,28.37
T3939,A49,18-09-2025 06:52,18.17,27.26,Evening Peak,Medium,23.89,Clear,0,874,0.2087,7.18,Traffic,34.44,10.77,29.31
T3940,A18,04-09-2025 20:30,5.74,8.61,Morning Peak,High,29.32,Clear,0,909,0.0659,3.47,Traffic,12.08,2.85,14.78
T3941,A30,21-09-2025 17:43,24.56,36.84,Night,Low,56.07,Clear,0,848,0.045,-0.05,No Delay,36.79,10.61,34.4
T3942,A22,21-09-2025 04:02,10.02,15.03,Night,Low,57.06,Clear,0,822,0.0881,0.02,No Delay,15.05,5.85,16.17
T3943,A25,28-09-2025 13:06,18.33,27.49,Afternoon,High,13.06,Clear,0,898,0.6618,16.34,Incident,43.83,16.4,28.91
T3944,A18,03-09-2025 13:18,12.8,19.2,Night,Medium,55.6,Clear,0,814,0,-0.68,No Delay,18.52,16.21,7.18
T3945,A42,15-09-2025 22:05,12.05,18.08,Afternoon,Medium,26.21,Storm,3,214,0.3624,7,Weather,25.08,11.18,17.08
T3946,A6,25-09-2025 09:32,11.69,17.54,Night,Low,51.78,Clear,0,913,0.1584,0,No Delay,17.54,8.08,14.82
T3947,A43,19-09-2025 18:16,20.31,30.46,Night,Low,40.1,Clear,0,871,0.1436,-0.45,No Delay,30.01,7.57,26.58
T3948,A28,02-09-2025 22:36,5.55,8.32,Evening Peak,Medium,29.78,Clear,0,928,0,3.06,Traffic,11.38,8.94,7.54
T3949,A12,28-09-2025 06:38,16.63,24.94,Afternoon,Low,56.67,Clear,0,950,0,-0.18,No Delay,24.76,8.75,22.48
T3950,A37,05-09-2025 10:01,2.39,3.59,Night,High,32.58,Storm,3,213,0.58,0.68,Weather,4.27,3.62,3.98
T3951,A29,06-09-2025 06:30,24.15,36.23,Morning Peak,High,11.01,Clear,0,932,1.0848,19.12,Incident,55.35,20.85,36.92
T3952,A20,23-09-2025 22:14,21.22,31.83,Morning Peak,High,9.18,Rain,1,604,0.7605,15.25,Incident,47.08,3.9,51.01
T3953,A5,21-09-2025 19:59,5.53,8.29,Morning Peak,High,31.17,Rain,1,479,0.1551,1.74,Traffic,10.03,1.28,15.51
T3954,A50,11-09-2025 19:17,20.63,30.94,Morning Peak,Medium,24.91,Fog,2,230,0.2605,13.24,Weather,44.18,13.45,39.66
T3955,A25,09-09-2025 20:59,22.57,33.86,Night,Low,43.2,Clear,0,822,0.0883,-0.97,No Delay,32.89,9.26,27.92
T3956,A41,01-09-2025 14:15,10.06,15.09,Afternoon,High,21.65,Fog,2,307,0.4818,8.31,Incident,23.4,15.38,13.36
